"CHS_EVENT_SMAS_SAMPLE_DATE","Remarks","CHR_RESULT_VALUE"
2017-04-05,NA,0.0056
2017-07-28,NA,0.0112
2018-07-05,NA,0.0084
2018-07-17,NA,0.0113
2018-07-31,NA,0.0131
2018-08-14,NA,0.0313
2018-08-28,NA,0.012
2018-09-10,NA,0.0155
2018-09-11,NA,0.0174
2018-10-09,NA,0.0124
2018-10-23,NA,0.0059
2018-10-29,NA,0.0104
2018-11-02,NA,0.0085
